기준월,지점ID,지점명,담당자ID,담당자명,병원ID,병원명,품목ID,품목명,처방수량,처방금액
2025-03,B002,경기서부지점,R0005,장예현,H00002,강남정형외과8,P001,아세트론정,21,5766853
2025-03,B002,경기서부지점,R0005,장예현,H00002,강남정형외과8,P003,네오프라졸,9,2022408
2025-03,B002,경기서부지점,R0005,장예현,H00002,강남정형외과8,P004,카디오엑스,12,2015121
2025-03,B002,경기서부지점,R0005,장예현,H00079,새봄내과,P001,아세트론정,7,2216619
2025-03,B002,경기서부지점,R0005,장예현,H00079,새봄내과,P002,리바코프캡슐,5,1996869
2025-03,B002,경기서부지점,R0005,장예현,H00079,새봄내과,P004,카디오엑스,2,843324
2025-03,B002,경기서부지점,R0005,장예현,H00079,새봄내과,P005,글루코밸런스,13,3552469
2025-03,B002,경기서부지점,R0005,장예현,H00177,온누리약국,P002,리바코프캡슐,4,1582107
2025-03,B002,경기서부지점,R0005,장예현,H00177,온누리약국,P003,네오프라졸,1,513017
2025-03,B002,경기서부지점,R0005,장예현,H00177,온누리약국,P004,카디오엑스,5,1195226
2025-03,B002,경기서부지점,R0005,장예현,H00177,온누리약국,P005,글루코밸런스,3,1337714
2025-03,B002,경기서부지점,R0005,장예현,H00125,삼성병원,P001,아세트론정,3,830288
2025-03,B002,경기서부지점,R0005,장예현,H00125,삼성병원,P002,리바코프캡슐,1,206418
2025-03,B002,경기서부지점,R0005,장예현,H00125,삼성병원,P003,네오프라졸,4,908470
2025-03,B002,경기서부지점,R0005,장예현,H00125,삼성병원,P005,글루코밸런스,5,1158134
2025-03,B002,경기서부지점,R0005,장예현,H00024,중앙의료원,P003,네오프라졸,2,297572
2025-03,B002,경기서부지점,R0005,장예현,H00024,중앙의료원,P004,카디오엑스,12,2166535
2025-03,B002,경기서부지점,R0005,장예현,H00053,가온의료원,P004,카디오엑스,2,1601736
2025-03,B002,경기서부지점,R0005,장예현,H00053,가온의료원,P005,글루코밸런스,3,1610546
2025-03,B002,경기서부지점,R0005,장예현,H00043,고려약국9,P001,아세트론정,4,595613
2025-03,B002,경기서부지점,R0005,장예현,H00043,고려약국9,P002,리바코프캡슐,17,5160799
2025-03,B002,경기서부지점,R0005,장예현,H00043,고려약국9,P004,카디오엑스,1,753585
2025-03,B002,경기서부지점,R0005,장예현,H00155,삼성내과,P002,리바코프캡슐,0,500139
2025-03,B002,경기서부지점,R0005,장예현,H00155,삼성내과,P003,네오프라졸,7,1252137
2025-03,B002,경기서부지점,R0005,장예현,H00155,삼성내과,P004,카디오엑스,6,987352
2025-03,B002,경기서부지점,R0005,장예현,H00068,연세내과,P001,아세트론정,0,320792
2025-03,B002,경기서부지점,R0005,장예현,H00068,연세내과,P002,리바코프캡슐,11,1917851
2025-03,B002,경기서부지점,R0005,장예현,H00068,연세내과,P005,글루코밸런스,9,1860407
2025-03,B002,경기서부지점,R0005,장예현,H00174,서울가정의학과,P001,아세트론정,5,618659
2025-03,B002,경기서부지점,R0005,장예현,H00174,서울가정의학과,P002,리바코프캡슐,4,1321137
2025-03,B002,경기서부지점,R0005,장예현,H00174,서울가정의학과,P004,카디오엑스,5,2583000
2025-03,B002,경기서부지점,R0005,장예현,H00174,서울가정의학과,P005,글루코밸런스,7,1170986
2025-03,B002,경기서부지점,R0005,장예현,H00170,삼성의원,P001,아세트론정,4,1853406
2025-03,B002,경기서부지점,R0005,장예현,H00170,삼성의원,P003,네오프라졸,14,3107363
2025-03,B002,경기서부지점,R0005,장예현,H00170,삼성의원,P004,카디오엑스,3,999537
2025-03,B002,경기서부지점,R0005,장예현,H00084,강남의원,P001,아세트론정,14,4164514
2025-03,B002,경기서부지점,R0005,장예현,H00084,강남의원,P002,리바코프캡슐,9,1842726
2025-03,B002,경기서부지점,R0005,장예현,H00084,강남의원,P004,카디오엑스,14,2440712
2025-03,B002,경기서부지점,R0005,장예현,H00084,강남의원,P005,글루코밸런스,6,1584047
2025-03,B002,경기서부지점,R0005,장예현,H00169,중앙의원,P002,리바코프캡슐,8,722565
2025-03,B002,경기서부지점,R0005,장예현,H00169,중앙의원,P003,네오프라졸,10,2591798
2025-03,B002,경기서부지점,R0005,장예현,H00169,중앙의원,P005,글루코밸런스,2,710995
2025-03,B002,경기서부지점,R0005,장예현,H00045,연세내과,P001,아세트론정,4,1071433
2025-03,B002,경기서부지점,R0005,장예현,H00045,연세내과,P002,리바코프캡슐,3,39210
2025-03,B002,경기서부지점,R0005,장예현,H00045,연세내과,P003,네오프라졸,5,718534
2025-03,B002,경기서부지점,R0005,장예현,H00045,연세내과,P004,카디오엑스,1,474735
2025-03,B002,경기서부지점,R0005,장예현,H00045,연세내과,P005,글루코밸런스,5,1430361
2025-03,B002,경기서부지점,R0005,장예현,H00105,연세의료원,P001,아세트론정,3,877673
2025-03,B002,경기서부지점,R0005,장예현,H00105,연세의료원,P002,리바코프캡슐,3,259825
2025-03,B002,경기서부지점,R0005,장예현,H00105,연세의료원,P003,네오프라졸,0,181856
2025-03,B002,경기서부지점,R0005,장예현,H00105,연세의료원,P004,카디오엑스,2,916286
2025-03,B002,경기서부지점,R0005,장예현,H00105,연세의료원,P005,글루코밸런스,2,499667
2025-03,B002,경기서부지점,R0005,장예현,H00010,새봄피부과,P001,아세트론정,7,3026438
2025-03,B002,경기서부지점,R0005,장예현,H00010,새봄피부과,P002,리바코프캡슐,8,2377627
2025-03,B002,경기서부지점,R0005,장예현,H00031,청담정형외과6,P001,아세트론정,3,702196
2025-03,B002,경기서부지점,R0005,장예현,H00031,청담정형외과6,P003,네오프라졸,9,1583821
2025-03,B002,경기서부지점,R0005,장예현,H00031,청담정형외과6,P005,글루코밸런스,4,1208164
2025-03,B002,경기서부지점,R0005,장예현,H00037,송도정형외과,P004,카디오엑스,2,936235
2025-03,B002,경기서부지점,R0005,장예현,H00037,송도정형외과,P005,글루코밸런스,5,1650738
2025-03,B002,경기서부지점,R0005,장예현,H00151,연세한의원,P001,아세트론정,11,2515059
2025-03,B002,경기서부지점,R0005,장예현,H00151,연세한의원,P003,네오프라졸,6,1962711
2025-03,B002,경기서부지점,R0005,장예현,H00151,연세한의원,P004,카디오엑스,4,906228
2025-03,B002,경기서부지점,R0005,장예현,H00151,연세한의원,P005,글루코밸런스,14,2017102
2025-03,B002,경기서부지점,R0005,장예현,H00087,드림의원,P001,아세트론정,10,2257224
2025-03,B002,경기서부지점,R0005,장예현,H00087,드림의원,P002,리바코프캡슐,6,1312664
2025-03,B002,경기서부지점,R0005,장예현,H00087,드림의원,P003,네오프라졸,7,1289238
2025-03,B002,경기서부지점,R0005,장예현,H00087,드림의원,P004,카디오엑스,6,1734421
2025-03,B002,경기서부지점,R0005,장예현,H00029,미래약국,P001,아세트론정,6,798526
2025-03,B002,경기서부지점,R0005,장예현,H00029,미래약국,P002,리바코프캡슐,22,3733897
2025-03,B002,경기서부지점,R0005,장예현,H00029,미래약국,P003,네오프라졸,9,3247312
2025-03,B002,경기서부지점,R0005,장예현,H00029,미래약국,P004,카디오엑스,5,1707851
2025-03,B002,경기서부지점,R0005,장예현,H00029,미래약국,P005,글루코밸런스,14,3828302
2025-03,B002,경기서부지점,R0005,장예현,H00077,연세가정의학과,P001,아세트론정,16,2883487
2025-03,B002,경기서부지점,R0005,장예현,H00077,연세가정의학과,P002,리바코프캡슐,2,1135762
2025-03,B002,경기서부지점,R0005,장예현,H00077,연세가정의학과,P004,카디오엑스,7,1521382
2025-03,B002,경기서부지점,R0005,장예현,H00100,우리병원,P001,아세트론정,1,671254
2025-03,B002,경기서부지점,R0005,장예현,H00100,우리병원,P002,리바코프캡슐,2,1703112
2025-03,B002,경기서부지점,R0005,장예현,H00100,우리병원,P004,카디오엑스,4,2593918
2025-03,B002,경기서부지점,R0005,장예현,H00100,우리병원,P005,글루코밸런스,7,1409424
2025-03,B002,경기서부지점,R0005,장예현,H00056,연세정형외과,P001,아세트론정,5,1269863
2025-03,B002,경기서부지점,R0005,장예현,H00056,연세정형외과,P002,리바코프캡슐,5,1809310
2025-03,B002,경기서부지점,R0005,장예현,H00056,연세정형외과,P003,네오프라졸,2,524304
2025-03,B002,경기서부지점,R0005,장예현,H00056,연세정형외과,P004,카디오엑스,8,3156040
2025-03,B002,경기서부지점,R0005,장예현,H00056,연세정형외과,P005,글루코밸런스,6,2254577
2025-03,B002,경기서부지점,R0005,장예현,H00065,성모의원,P001,아세트론정,2,961443
2025-03,B002,경기서부지점,R0005,장예현,H00065,성모의원,P004,카디오엑스,4,734768
2025-03,B002,경기서부지점,R0005,장예현,H00065,성모의원,P005,글루코밸런스,3,537053
2025-03,B002,경기서부지점,R0005,장예현,H00049,서울의원,P002,리바코프캡슐,8,1336418
2025-03,B002,경기서부지점,R0005,장예현,H00049,서울의원,P004,카디오엑스,1,1160392
2025-03,B002,경기서부지점,R0005,장예현,H00113,청담의료원,P003,네오프라졸,8,1872426
2025-03,B002,경기서부지점,R0005,장예현,H00113,청담의료원,P004,카디오엑스,7,1637932
2025-03,B002,경기서부지점,R0005,장예현,H00152,드림가정의학과,P001,아세트론정,4,932796
2025-03,B002,경기서부지점,R0005,장예현,H00152,드림가정의학과,P002,리바코프캡슐,15,3793989
2025-03,B002,경기서부지점,R0005,장예현,H00152,드림가정의학과,P004,카디오엑스,8,3785183
2025-03,B002,경기서부지점,R0005,장예현,H00152,드림가정의학과,P005,글루코밸런스,13,1730333
2025-03,B002,경기서부지점,R0005,장예현,H00136,서울약국,P001,아세트론정,22,6324444
2025-03,B002,경기서부지점,R0005,장예현,H00136,서울약국,P003,네오프라졸,27,7548371
2025-03,B002,경기서부지점,R0005,장예현,H00136,서울약국,P004,카디오엑스,9,2264648
2025-03,B002,경기서부지점,R0005,장예현,H00136,서울약국,P005,글루코밸런스,20,3260825
2025-03,B002,경기서부지점,R0005,장예현,H00157,송도의료원,P001,아세트론정,2,457556
2025-03,B002,경기서부지점,R0005,장예현,H00157,송도의료원,P004,카디오엑스,7,1890873
2025-03,B002,경기서부지점,R0005,장예현,H00157,송도의료원,P005,글루코밸런스,1,991388
2025-03,B002,경기서부지점,R0005,장예현,H00094,부산피부과,P001,아세트론정,16,3893507
2025-03,B002,경기서부지점,R0005,장예현,H00094,부산피부과,P003,네오프라졸,8,1398234
2025-03,B002,경기서부지점,R0005,장예현,H00094,부산피부과,P004,카디오엑스,2,665764
2025-03,B002,경기서부지점,R0005,장예현,H00094,부산피부과,P005,글루코밸런스,1,368700
2025-03,B002,경기서부지점,R0005,장예현,H00117,삼성병원,P001,아세트론정,2,590375
2025-03,B002,경기서부지점,R0005,장예현,H00117,삼성병원,P002,리바코프캡슐,6,1162262
2025-03,B002,경기서부지점,R0005,장예현,H00117,삼성병원,P003,네오프라졸,12,2896720
2025-03,B002,경기서부지점,R0005,장예현,H00117,삼성병원,P004,카디오엑스,3,1108700
2025-03,B002,경기서부지점,R0005,장예현,H00117,삼성병원,P005,글루코밸런스,5,1029584
2025-03,B002,경기서부지점,R0005,장예현,H00071,미래정형외과,P001,아세트론정,5,1009685
2025-03,B002,경기서부지점,R0005,장예현,H00071,미래정형외과,P002,리바코프캡슐,4,820877
2025-03,B002,경기서부지점,R0005,장예현,H00071,미래정형외과,P003,네오프라졸,11,3246271
2025-03,B002,경기서부지점,R0005,장예현,H00071,미래정형외과,P004,카디오엑스,2,639212
2025-03,B002,경기서부지점,R0005,장예현,H00123,새봄병원,P002,리바코프캡슐,4,1297868
2025-03,B002,경기서부지점,R0005,장예현,H00123,새봄병원,P004,카디오엑스,3,2224518
2025-03,B002,경기서부지점,R0005,장예현,H00064,중앙내과6,P001,아세트론정,6,1765491
2025-03,B002,경기서부지점,R0005,장예현,H00064,중앙내과6,P004,카디오엑스,12,2576326
2025-03,B002,경기서부지점,R0005,장예현,H00064,중앙내과6,P005,글루코밸런스,14,3139752
2025-03,B002,경기서부지점,R0005,장예현,H00134,서울의원,P001,아세트론정,1,204755
2025-03,B002,경기서부지점,R0005,장예현,H00134,서울의원,P003,네오프라졸,1,1140572
2025-03,B002,경기서부지점,R0005,장예현,H00134,서울의원,P004,카디오엑스,2,858628
2025-03,B002,경기서부지점,R0005,장예현,H00141,삼성가정의학과,P003,네오프라졸,8,1550915
2025-03,B002,경기서부지점,R0005,장예현,H00141,삼성가정의학과,P004,카디오엑스,5,1285842
2025-03,B002,경기서부지점,R0005,장예현,H00141,삼성가정의학과,P005,글루코밸런스,10,2735269
2025-03,B002,경기서부지점,R0005,장예현,H00156,삼성의료원2,P001,아세트론정,8,2151429
2025-03,B002,경기서부지점,R0005,장예현,H00156,삼성의료원2,P002,리바코프캡슐,2,444124
2025-03,B002,경기서부지점,R0006,정다아,H00134,서울의원,P002,리바코프캡슐,1,877185
2025-03,B002,경기서부지점,R0006,정다아,H00134,서울의원,P003,네오프라졸,7,1695027
2025-03,B002,경기서부지점,R0006,정다아,H00134,서울의원,P005,글루코밸런스,5,930015
2025-03,B002,경기서부지점,R0006,정다아,H00096,가온정형외과4,P001,아세트론정,21,4020476
2025-03,B002,경기서부지점,R0006,정다아,H00096,가온정형외과4,P002,리바코프캡슐,4,2130568
2025-03,B002,경기서부지점,R0006,정다아,H00096,가온정형외과4,P004,카디오엑스,6,763482
2025-03,B002,경기서부지점,R0006,정다아,H00112,새봄의원,P001,아세트론정,0,215839
2025-03,B002,경기서부지점,R0006,정다아,H00112,새봄의원,P002,리바코프캡슐,6,1628412
2025-03,B002,경기서부지점,R0006,정다아,H00112,새봄의원,P003,네오프라졸,3,711819
2025-03,B002,경기서부지점,R0006,정다아,H00112,새봄의원,P004,카디오엑스,4,1148050
2025-03,B002,경기서부지점,R0006,정다아,H00112,새봄의원,P005,글루코밸런스,6,904015
2025-03,B002,경기서부지점,R0006,정다아,H00104,삼성내과,P001,아세트론정,1,888576
2025-03,B002,경기서부지점,R0006,정다아,H00104,삼성내과,P003,네오프라졸,8,1695607
2025-03,B002,경기서부지점,R0006,정다아,H00104,삼성내과,P004,카디오엑스,11,3582883
2025-03,B002,경기서부지점,R0006,정다아,H00178,고려피부과,P002,리바코프캡슐,0,415365
2025-03,B002,경기서부지점,R0006,정다아,H00178,고려피부과,P003,네오프라졸,15,4363267
2025-03,B002,경기서부지점,R0006,정다아,H00178,고려피부과,P004,카디오엑스,2,1008770
2025-03,B002,경기서부지점,R0006,정다아,H00178,고려피부과,P005,글루코밸런스,5,973223
2025-03,B002,경기서부지점,R0006,정다아,H00116,부산내과,P001,아세트론정,8,1672674
2025-03,B002,경기서부지점,R0006,정다아,H00116,부산내과,P002,리바코프캡슐,3,145893
2025-03,B002,경기서부지점,R0006,정다아,H00116,부산내과,P004,카디오엑스,2,151828
2025-03,B002,경기서부지점,R0006,정다아,H00162,중앙병원,P002,리바코프캡슐,11,2778788
2025-03,B002,경기서부지점,R0006,정다아,H00162,중앙병원,P004,카디오엑스,4,920188
2025-03,B002,경기서부지점,R0006,정다아,H00162,중앙병원,P005,글루코밸런스,0,1034626
2025-03,B002,경기서부지점,R0006,정다아,H00007,중앙의원,P001,아세트론정,3,753226
2025-03,B002,경기서부지점,R0006,정다아,H00007,중앙의원,P003,네오프라졸,1,536078
2025-03,B002,경기서부지점,R0006,정다아,H00151,연세한의원,P001,아세트론정,4,1106984
2025-03,B002,경기서부지점,R0006,정다아,H00151,연세한의원,P002,리바코프캡슐,24,4796245
2025-03,B002,경기서부지점,R0006,정다아,H00151,연세한의원,P004,카디오엑스,3,742513
2025-03,B002,경기서부지점,R0006,정다아,H00151,연세한의원,P005,글루코밸런스,2,1266989
2025-03,B002,경기서부지점,R0006,정다아,H00003,새봄한의원,P001,아세트론정,2,616750
2025-03,B002,경기서부지점,R0006,정다아,H00003,새봄한의원,P002,리바코프캡슐,0,565032
2025-03,B002,경기서부지점,R0006,정다아,H00003,새봄한의원,P004,카디오엑스,2,1232841
2025-03,B002,경기서부지점,R0006,정다아,H00003,새봄한의원,P005,글루코밸런스,27,7394312
2025-03,B002,경기서부지점,R0006,정다아,H00010,새봄피부과,P001,아세트론정,8,1899909
2025-03,B002,경기서부지점,R0006,정다아,H00010,새봄피부과,P002,리바코프캡슐,10,2478903
2025-03,B002,경기서부지점,R0006,정다아,H00010,새봄피부과,P003,네오프라졸,19,3417541
2025-03,B002,경기서부지점,R0006,정다아,H00010,새봄피부과,P004,카디오엑스,8,2264897
2025-03,B002,경기서부지점,R0006,정다아,H00010,새봄피부과,P005,글루코밸런스,7,1953239
2025-03,B002,경기서부지점,R0006,정다아,H00031,청담정형외과6,P001,아세트론정,14,1616040
2025-03,B002,경기서부지점,R0006,정다아,H00031,청담정형외과6,P003,네오프라졸,8,2054947
2025-03,B002,경기서부지점,R0006,정다아,H00031,청담정형외과6,P004,카디오엑스,3,747547
2025-03,B002,경기서부지점,R0006,정다아,H00031,청담정형외과6,P005,글루코밸런스,2,353049
2025-03,B002,경기서부지점,R0006,정다아,H00063,온누리의료원4,P001,아세트론정,9,1609751
2025-03,B002,경기서부지점,R0006,정다아,H00063,온누리의료원4,P002,리바코프캡슐,10,2298333
2025-03,B002,경기서부지점,R0006,정다아,H00063,온누리의료원4,P003,네오프라졸,7,2232025
2025-03,B002,경기서부지점,R0006,정다아,H00063,온누리의료원4,P004,카디오엑스,9,2507020
2025-03,B002,경기서부지점,R0006,정다아,H00095,강남의료원,P001,아세트론정,2,1119444
2025-03,B002,경기서부지점,R0006,정다아,H00095,강남의료원,P003,네오프라졸,0,275277
2025-03,B002,경기서부지점,R0006,정다아,H00095,강남의료원,P004,카디오엑스,3,649818
2025-03,B002,경기서부지점,R0006,정다아,H00095,강남의료원,P005,글루코밸런스,4,52815
2025-03,B002,경기서부지점,R0006,정다아,H00036,서울내과,P002,리바코프캡슐,17,4212242
2025-03,B002,경기서부지점,R0006,정다아,H00036,서울내과,P003,네오프라졸,4,956595
2025-03,B002,경기서부지점,R0006,정다아,H00036,서울내과,P004,카디오엑스,10,1247921
2025-03,B002,경기서부지점,R0006,정다아,H00036,서울내과,P005,글루코밸런스,0,459923
2025-03,B002,경기서부지점,R0006,정다아,H00058,삼성피부과,P001,아세트론정,9,2976488
2025-03,B002,경기서부지점,R0006,정다아,H00058,삼성피부과,P002,리바코프캡슐,7,2195339
2025-03,B002,경기서부지점,R0006,정다아,H00058,삼성피부과,P005,글루코밸런스,14,2383576
2025-03,B002,경기서부지점,R0006,정다아,H00111,온누리의료원,P003,네오프라졸,8,3068942
2025-03,B002,경기서부지점,R0006,정다아,H00111,온누리의료원,P004,카디오엑스,4,417471
2025-03,B002,경기서부지점,R0006,정다아,H00111,온누리의료원,P005,글루코밸런스,6,414522
2025-03,B002,경기서부지점,R0006,정다아,H00146,강남약국9,P001,아세트론정,8,2759380
2025-03,B002,경기서부지점,R0006,정다아,H00146,강남약국9,P002,리바코프캡슐,18,5572106
2025-03,B002,경기서부지점,R0006,정다아,H00146,강남약국9,P003,네오프라졸,8,2699246
2025-03,B002,경기서부지점,R0006,정다아,H00146,강남약국9,P005,글루코밸런스,6,2924207
2025-03,B002,경기서부지점,R0006,정다아,H00106,서울의원,P001,아세트론정,1,1531272
2025-03,B002,경기서부지점,R0006,정다아,H00106,서울의원,P002,리바코프캡슐,7,3178913
2025-03,B002,경기서부지점,R0006,정다아,H00106,서울의원,P003,네오프라졸,4,1381397
2025-03,B002,경기서부지점,R0006,정다아,H00106,서울의원,P004,카디오엑스,9,3200380
2025-03,B002,경기서부지점,R0006,정다아,H00106,서울의원,P005,글루코밸런스,1,586656
2025-03,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P001,아세트론정,8,2240881
2025-03,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P002,리바코프캡슐,9,2195396
2025-03,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P003,네오프라졸,1,114884
2025-03,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P004,카디오엑스,3,1134794
2025-03,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P005,글루코밸런스,8,1678643
2025-03,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P001,아세트론정,1,346495
2025-03,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P002,리바코프캡슐,2,1027326
2025-03,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P003,네오프라졸,6,1223675
2025-03,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P004,카디오엑스,7,2028656
2025-03,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P005,글루코밸런스,4,884582
2025-03,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P001,아세트론정,3,938663
2025-03,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P004,카디오엑스,18,4510865
2025-03,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P005,글루코밸런스,3,988965
2025-03,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P001,아세트론정,3,909723
2025-03,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P003,네오프라졸,8,1530013
2025-03,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P004,카디오엑스,2,330270
2025-03,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P003,네오프라졸,4,879330
2025-03,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P004,카디오엑스,2,905945
2025-03,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P005,글루코밸런스,1,422486
2025-03,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P001,아세트론정,4,727168
2025-03,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P002,리바코프캡슐,7,1972849
2025-03,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P003,네오프라졸,10,2111626
2025-03,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P004,카디오엑스,3,614399
2025-03,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P001,아세트론정,3,267709
2025-03,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P002,리바코프캡슐,0,692024
2025-03,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P004,카디오엑스,2,950708
2025-03,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P005,글루코밸런스,1,906974
2025-03,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P001,아세트론정,4,1788213
2025-03,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P003,네오프라졸,5,1502785
2025-03,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P005,글루코밸런스,4,808503
2025-03,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P001,아세트론정,5,1580273
2025-03,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P002,리바코프캡슐,4,783605
2025-03,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P004,카디오엑스,1,497426
2025-03,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P005,글루코밸런스,2,757576
2025-03,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P001,아세트론정,0,255541
2025-03,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P002,리바코프캡슐,3,610462
2025-03,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P003,네오프라졸,16,3314695
2025-03,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P004,카디오엑스,9,1973154
2025-03,B002,경기서부지점,R0006,정다아,H00147,성모의원,P001,아세트론정,10,2539100
2025-03,B002,경기서부지점,R0006,정다아,H00147,성모의원,P003,네오프라졸,6,1109476
2025-03,B002,경기서부지점,R0006,정다아,H00147,성모의원,P004,카디오엑스,6,1721641
2025-03,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P002,리바코프캡슐,8,1372286
2025-03,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P003,네오프라졸,12,2923829
2025-03,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P005,글루코밸런스,2,746065
2025-03,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P001,아세트론정,1,362214
2025-03,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P002,리바코프캡슐,13,4618777
2025-03,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P003,네오프라졸,2,287131
2025-03,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P004,카디오엑스,3,708780
2025-03,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P001,아세트론정,2,595043
2025-03,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P003,네오프라졸,0,169402
2025-03,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P004,카디오엑스,5,1160538
2025-03,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P001,아세트론정,14,3066345
2025-03,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P003,네오프라졸,4,776508
2025-03,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P004,카디오엑스,0,454726
2025-03,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P005,글루코밸런스,4,1977228
2025-03,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P002,리바코프캡슐,7,2816598
2025-03,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P003,네오프라졸,4,1176143
2025-03,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P004,카디오엑스,0,344002
2025-03,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P003,네오프라졸,2,669037
2025-03,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P004,카디오엑스,3,353169
2025-03,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P005,글루코밸런스,2,1089834
2025-03,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P001,아세트론정,2,519982
2025-03,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P002,리바코프캡슐,4,1234792
2025-03,B002,경기서부지점,R0006,정다아,H00128,미래의원,P001,아세트론정,14,3241330
2025-03,B002,경기서부지점,R0006,정다아,H00128,미래의원,P002,리바코프캡슐,2,614445
2025-03,B002,경기서부지점,R0006,정다아,H00128,미래의원,P003,네오프라졸,3,1247832
2025-03,B002,경기서부지점,R0006,정다아,H00128,미래의원,P004,카디오엑스,5,1080815
2025-03,B002,경기서부지점,R0006,정다아,H00128,미래의원,P005,글루코밸런스,1,818789
2025-03,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P001,아세트론정,4,1158399
2025-03,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P002,리바코프캡슐,6,749333
2025-03,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P003,네오프라졸,5,1632615
2025-03,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P004,카디오엑스,1,680783
2025-03,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P005,글루코밸런스,2,1100270
2025-03,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P001,아세트론정,2,679601
2025-03,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P004,카디오엑스,3,415864
2025-03,B002,경기서부지점,R0007,권성우,H00014,우리병원,P001,아세트론정,2,1917494
2025-03,B002,경기서부지점,R0007,권성우,H00014,우리병원,P002,리바코프캡슐,5,627321
2025-03,B002,경기서부지점,R0007,권성우,H00014,우리병원,P003,네오프라졸,9,1971400
2025-03,B002,경기서부지점,R0007,권성우,H00014,우리병원,P004,카디오엑스,7,1957779
2025-03,B002,경기서부지점,R0007,권성우,H00014,우리병원,P005,글루코밸런스,9,1973239
2025-03,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P002,리바코프캡슐,6,1421957
2025-03,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P003,네오프라졸,6,1594100
2025-03,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P004,카디오엑스,11,2261616
2025-03,B002,경기서부지점,R0007,권성우,H00044,가온가정의학과,P002,리바코프캡슐,8,2072064
2025-03,B002,경기서부지점,R0007,권성우,H00135,온누리피부과,P002,리바코프캡슐,2,1165236
